planet,num_points,component_mse,vector_mse,direction_cosine_mean,direction_cosine_median,direction_positive_fraction,radial_alignment_mean,radial_alignment_median,inward_fraction,normalized_torque_abs_mean,normalized_torque_abs_median,relative_magnitude_error_mean,absolute_magnitude_error_mean,predicted_magnitude_mean,true_magnitude_mean,inverse_square_cv,true_inverse_square_cv
mercury,499,0.29860708443521017,0.5972141688704202,0.44958203168174266,0.8176723925366269,0.7254509018036072,0.450007498918668,0.8173830972077527,0.7254509018036072,0.49471715100509905,0.491069547457286,0.23196321792972244,0.1711182987633363,0.6220694222771962,0.6999881502612892,0.3179216596105532,0.023377839738686637
venus,499,0.47717843828128825,0.9543568765625765,0.47966835629071963,0.7892948511626154,0.781563126252505,0.47964215519163395,0.7885124680466445,0.779559118236473,0.49335064145034185,0.4731594017639502,0.07213063598027236,0.07125576783359046,0.9308532223948803,0.9900432391399028,0.13425745554574373,0.011332704818613985
earth,499,0.5190567860888701,1.0381135721777401,0.4216188008401745,0.711076466091577,0.7535070140280561,0.42164449810200766,0.7101333882774422,0.7535070140280561,0.5204461833663875,0.5319127795531393,0.09176543121134491,0.08918282939473603,0.9094752890214063,0.9757332591290605,0.14617931537477663,0.00840050772075459
mars,499,0.5641863359689057,1.1283726719378113,0.21298797979610945,0.4413611516735877,0.6352705410821643,0.21252184739497207,0.4423720762873628,0.6352705410821643,0.565282720394694,0.6041870134250362,0.16658769697327444,0.14630053079251015,0.7911451536886838,0.8636748332457291,0.22240878985222423,0.007969187815996339
jupiter,499,0.7376295839606296,1.4752591679212592,0.12633922506737694,0.2646252553040156,0.5731462925851704,0.1261576168775266,0.2636176724500184,0.5751503006012024,0.5981454768855328,0.6459050384146727,0.10503360720778061,0.0983931306854861,0.889986393395315,0.9312446944277356,0.1515998732287589,0.0035972369447128507
saturn,499,0.7299048451789117,1.4598096903578235,0.1121532969693116,0.21696406243648578,0.561122244488978,0.1121198972982402,0.21400614980551866,0.5591182364729459,0.5850521242650462,0.6350284472887638,0.11718218059995253,0.10844540763690326,0.8746668158446546,0.921467984397926,0.15921539430319262,0.003758734115260001
uranus,499,0.788173846624837,1.5763476932496736,0.04864351999317027,0.08592055336575351,0.5250501002004008,0.04851958339120719,0.08762071614075838,0.5250501002004008,0.5949536084056889,0.6410345779843609,0.12036070344170506,0.11235423276037391,0.8757278250647046,0.9350751148036575,0.16310735139927243,0.003209958687050328
neptune,499,0.9560225234223481,1.912045046844696,-0.047266158859620405,-0.08852686039900802,0.46292585170340683,-0.047265348198737345,-0.08870921110966737,0.46292585170340683,0.6067604986596317,0.6968693729962228,0.08461274001406767,0.08395544011055721,0.9253719158066085,0.9898922043072294,0.1255345680521801,0.0007008416030509362
