planet,num_points,component_mse,vector_mse,direction_cosine_mean,direction_cosine_median,direction_positive_fraction,radial_alignment_mean,radial_alignment_median,inward_fraction,normalized_torque_abs_mean,normalized_torque_abs_median,relative_magnitude_error_mean,absolute_magnitude_error_mean,predicted_magnitude_mean,true_magnitude_mean,inverse_square_cv,true_inverse_square_cv
mercury,499,0.07844187539572849,0.15688375079145697,0.845936151920228,0.9821338229420248,0.9539078156312625,0.8461519371051706,0.9827158537051428,0.9519038076152304,0.2918675448756424,0.1851203685959144,0.12332486778157098,0.08824611635811049,0.6617187239769808,0.6999881502612892,0.2016902681834248,0.023377839738686637
venus,499,0.24644313703461318,0.4928862740692263,0.7275821123401778,0.9644371558530234,0.8897795591182365,0.7276362401502087,0.9635571888813257,0.8897795591182365,0.3703792006868277,0.25727830043235167,0.05197998895884597,0.051431835385083946,0.9448953498833838,0.9900432391399028,0.10583532390637145,0.011332704818613985
earth,499,0.26909295114121157,0.5381859022824231,0.6996668834677507,0.9414198553816722,0.8917835671342685,0.6998120962436453,0.9406402801156293,0.8917835671342685,0.39561433347313324,0.32308714840633784,0.05645615058767626,0.055144311256687804,0.9306425540994336,0.9757332591290605,0.11268592731678793,0.00840050772075459
mars,499,0.2931454391851314,0.5862908783702628,0.5869150003402608,0.8795658310852311,0.8356713426853707,0.5872573256142819,0.8809537618486901,0.8356713426853707,0.44649835503867175,0.42206937894413077,0.10832381813550346,0.09466845603204771,0.8181171706650633,0.8636748332457291,0.1652431546866608,0.007969187815996339
jupiter,499,0.4757055100189016,0.9514110200378032,0.3955209689957361,0.7079738779966637,0.7074148296593187,0.395589806058759,0.7068919997186476,0.7074148296593187,0.5027190992438408,0.5396048803775219,0.1104782460613116,0.10390638368861198,0.8523434512164918,0.9312446944277356,0.1673503144030501,0.0035972369447128507
saturn,499,0.4674709047156749,0.9349418094313497,0.4122479932485924,0.6982134420967465,0.7354709418837675,0.41242338919722704,0.6947037796044363,0.7354709418837675,0.5013533488016794,0.5312258928223887,0.10454081700202411,0.09781831032496739,0.8494327419022126,0.921467984397926,0.16521056007878104,0.003758734115260001
uranus,499,0.36915942756697245,0.7383188551339449,0.5555888315318728,0.8436059747124698,0.8156312625250501,0.5557855125067548,0.8442209583168503,0.8156312625250501,0.47641088792574104,0.45122922550312006,0.07993887088259442,0.07546181896679865,0.8856617076905046,0.9350751148036575,0.13213699156531397,0.003209958687050328
neptune,499,0.3009044368299406,0.6018088736598812,0.6700126191837306,0.9237882705634934,0.8817635270541082,0.6700108830055835,0.9240861884573078,0.8817635270541082,0.4199805990682089,0.35387307094965836,0.06524561610218714,0.06430596777438552,0.9348442552422878,0.9898922043072294,0.12367288317466522,0.0007008416030509362
