planet,num_points,component_mse,vector_mse,direction_cosine_mean,direction_cosine_median,direction_positive_fraction,radial_alignment_mean,radial_alignment_median,inward_fraction,normalized_torque_abs_mean,normalized_torque_abs_median,relative_magnitude_error_mean,absolute_magnitude_error_mean,predicted_magnitude_mean,true_magnitude_mean,inverse_square_cv,true_inverse_square_cv
mercury,499,0.3115299595220813,0.6230599190441625,0.3334848601860424,0.5572610383957237,0.7034068136272545,0.33308872846157067,0.5554944426306178,0.7094188376753507,0.5696079639472399,0.603870541542922,0.31512586225866057,0.2227109813755003,0.6032211177776319,0.6999881502612892,0.41189953968745235,0.023377839738686637
venus,499,0.6430518393349405,1.286103678669881,0.1781490032302452,0.30629320877316474,0.5991983967935872,0.17811894252273383,0.30433642531337873,0.5971943887775552,0.5826298233146907,0.639641555937575,0.24410821572580532,0.24152184267865173,0.7511262660648071,0.9900432391399028,0.29311664576277807,0.011332704818613985
earth,499,0.5598296455655835,1.1196592911311671,0.2556711672418718,0.4914496538828611,0.6492985971943888,0.2555658315355772,0.4934775527323705,0.6492985971943888,0.5772306442619932,0.6312409441120899,0.2434792247903888,0.2375695018415375,0.741829790709064,0.9757332591290605,0.2952345128687535,0.00840050772075459
mars,499,0.4811069679720638,0.9622139359441277,0.19061010265527395,0.3359967512719966,0.6012024048096193,0.19013665959672532,0.33246813124737634,0.5991983967935872,0.6087933365900786,0.6599828789921742,0.2822748077961882,0.2519640090437803,0.6322970979328439,0.8636748332457291,0.3388877267167189,0.007969187815996339
jupiter,499,0.5610368570623777,1.1220737141247554,0.13322170194506502,0.2350230551551226,0.5811623246492986,0.13319658124006184,0.23566462710127725,0.5791583166332666,0.610409715524445,0.6515582265244013,0.3191126165685283,0.29988678638680716,0.6402745652200725,0.9312446944277356,0.33241994953337556,0.0035972369447128507
saturn,499,0.5264118022381052,1.0528236044762107,0.17005586055700053,0.2980685092618934,0.591182364729459,0.17020163624272727,0.29453584385881143,0.591182364729459,0.5950815054082237,0.6405276042891931,0.3281883770900178,0.306313592958107,0.6199263588070631,0.921467984397926,0.334961347355603,0.003758734115260001
uranus,499,0.5761921935504968,1.1523843871009936,0.15334745428511778,0.30394509475950515,0.5991983967935872,0.15324220566304403,0.30316969996313503,0.5991983967935872,0.5974007127271025,0.6622987032500882,0.27894877435172,0.26279503690635236,0.6862945024005818,0.9350751148036575,0.32533745364683175,0.003209958687050328
neptune,499,0.675863020664874,1.3517260413297476,0.1896013568856456,0.36653238227295537,0.6012024048096193,0.18955088229434525,0.3667843343881537,0.6012024048096193,0.5740644756332017,0.6267335632887752,0.19691653767681522,0.19476487095787992,0.7981089037585244,0.9898922043072294,0.23522724159950642,0.0007008416030509362
