planet,num_points,component_mse,vector_mse,direction_cosine_mean,direction_cosine_median,direction_positive_fraction,radial_alignment_mean,radial_alignment_median,inward_fraction,normalized_torque_abs_mean,normalized_torque_abs_median,relative_magnitude_error_mean,absolute_magnitude_error_mean,predicted_magnitude_mean,true_magnitude_mean,inverse_square_cv,true_inverse_square_cv
mercury,499,0.23853890400107952,0.47707780800215904,0.4669996209360294,0.738530482796415,0.781563126252505,0.46857064755818956,0.7399408741185446,0.7755511022044088,0.5350740989004531,0.5734099714544818,0.28967053374677826,0.2063904727587388,0.5827720047914114,0.6999881502612892,0.3956540289754753,0.023377839738686637
venus,499,0.6281017205011992,1.2562034410023983,0.11880688985899925,0.17431713221853776,0.5791583166332666,0.11866046378113901,0.17336141904384914,0.5751503006012024,0.6260642566310074,0.7124631061893598,0.3468642565577757,0.34345933369852416,0.6472942526534319,0.9900432391399028,0.3438051932603282,0.011332704818613985
earth,499,0.4748175011261183,0.9496350022522366,0.29636907123773004,0.5829393228284456,0.6593186372745491,0.29630792457071936,0.5871154520395317,0.6593186372745491,0.5539602324468502,0.5820972703112411,0.3334025890013226,0.3253894029958618,0.6544828792057393,0.9757332591290605,0.3591712902696199,0.00840050772075459
mars,499,0.3337211273827322,0.6674422547654644,0.4057129274832126,0.6538449865687036,0.7535070140280561,0.4051140056130002,0.6480741822413314,0.7474949899799599,0.6039685911591789,0.6538660955004362,0.31449144800703843,0.27401999356736323,0.6101347063455818,0.8636748332457291,0.3769425554674945,0.007969187815996339
jupiter,499,0.20301611520188462,0.40603223040376923,0.7227005868019831,0.8960473568363736,0.9398797595190381,0.7225537965978388,0.8957719320803187,0.9398797595190381,0.48337256553614755,0.43755761355576817,0.22955507894120358,0.21056977920108996,0.7327414805098742,0.9312446944277356,0.28362922706359545,0.0035972369447128507
saturn,499,0.10289404933235478,0.20578809866470957,0.8747596935542554,0.9523793503492631,0.9899799599198397,0.8746897667912242,0.952993748556521,0.9899799599198397,0.35886335533198344,0.3029899589292615,0.11583323406850846,0.10454223333540703,0.8407443939142776,0.921467984397926,0.16137555860873162,0.003758734115260001
uranus,499,0.15941554170364303,0.31883108340728605,0.7846999895970309,0.9245871894344008,0.9498997995991983,0.7847008298353638,0.9236834704893817,0.9478957915831663,0.42165921721670274,0.376724769853672,0.17030322315086566,0.15442312682119147,0.8060784555605962,0.9350751148036575,0.2526437012015275,0.003209958687050328
neptune,499,0.2319341055808215,0.463868211161643,0.7167876036456136,0.9073548114581037,0.9278557114228457,0.7166805864631548,0.9071919294560474,0.9278557114228457,0.4533275159902148,0.41176049731918546,0.19543993303980758,0.19312604142899142,0.8116701399775599,0.9898922043072294,0.25750610393509593,0.0007008416030509362
