planet,num_points,component_mse,vector_mse,direction_cosine_mean,direction_cosine_median,direction_positive_fraction,radial_alignment_mean,radial_alignment_median,inward_fraction,normalized_torque_abs_mean,normalized_torque_abs_median,relative_magnitude_error_mean,absolute_magnitude_error_mean,predicted_magnitude_mean,true_magnitude_mean,inverse_square_cv,true_inverse_square_cv
mercury,499,0.2794580748696915,0.558916149739383,0.5932033760013192,0.8108628169148813,0.8496993987975952,0.5935255377027865,0.8118649368625006,0.8496993987975952,0.5442797514593539,0.5606043147398978,0.3585978573610859,0.23675982381055372,0.7428290809668658,0.6999881502612892,0.4227883861434836,0.023377839738686637
venus,499,0.5183216770387021,1.0366433540774045,0.30986873270874665,0.5091652759019901,0.6913827655310621,0.31007029385493634,0.5152000825316535,0.6913827655310621,0.5892512907864144,0.6397630709456247,0.3860883609874753,0.3824714392221214,0.6600566215799843,0.9900432391399028,0.45315043881920464,0.011332704818613985
earth,499,0.5188148263708658,1.0376296527417317,0.2030999362818018,0.4172837905628173,0.6112224448897795,0.20290597570665656,0.4080499611309589,0.6112224448897795,0.5698097970975665,0.6024217179907473,0.4473347367521946,0.43652885089843124,0.5656597487766648,0.9757332591290605,0.4697737967840861,0.00840050772075459
mars,499,0.4678140027441748,0.9356280054883496,0.24828217285560916,0.4605109505853512,0.6713426853707415,0.24753714703840313,0.459553478812191,0.6713426853707415,0.6135011370890681,0.6597516006669065,0.32591276436857947,0.2830083448311329,0.6497862750475806,0.8636748332457291,0.4205796211849428,0.007969187815996339
jupiter,499,0.22464774618929365,0.44929549237858724,0.7485070318785423,0.8945670713261263,0.9458917835671342,0.7487451896444376,0.8956688223869314,0.9458917835671342,0.46274339459651986,0.4406429025278752,0.24416051764926314,0.23223343322445708,0.8385210329626451,0.9312446944277356,0.32462125802979364,0.0035972369447128507
saturn,499,0.1530722983259411,0.3061445966518822,0.8404686962009172,0.9373578671057108,0.9779559118236473,0.8405871662674013,0.9378569845496434,0.9779559118236473,0.3834056563181749,0.3439377228518863,0.23577077432052446,0.2206671914763353,0.854184351659136,0.921467984397926,0.309663608934439,0.003758734115260001
uranus,499,0.14620780631736247,0.29241561263472493,0.8361669640389454,0.9437080769124907,0.9859719438877755,0.8361881820040119,0.9435318125170593,0.9859719438877755,0.3980714732230594,0.331215602492568,0.23199642897922082,0.2162226869109929,0.8121956570489738,0.9350751148036575,0.2882910744531333,0.003209958687050328
neptune,499,0.19368824999035475,0.3873764999807095,0.8039676060622714,0.9397028965290156,0.9478957915831663,0.803946097205236,0.9397704118197104,0.9478957915831663,0.37471307174414814,0.328511100461962,0.19945219079292661,0.19775405794942003,0.9137126044073237,0.9898922043072294,0.2768534604183886,0.0007008416030509362
