experiment_name,model_type,component_mse,vector_mse,direction_cosine_mean,direction_positive_fraction,radial_alignment_mean,inward_fraction,normalized_torque_abs_mean,relative_magnitude_error_mean,absolute_magnitude_error_mean,inverse_square_cv,true_inverse_square_cv,checkpoint_path
next_token_force_aux_100k_equal_w0p05_pt_force_vector_transfer_mask_25_100k_equal,gpt,0.22143068963501122,0.4428613792700224,0.6586968368367488,0.8890280561122245,0.6583255465919154,0.8890280561122245,0.4961944574433325,0.362309127287865,0.331021580521849,1.9249291317441204,1.7492411804504857,/pscratch/sd/b/bleach/inductive-bias-probes/inductivebiasprobes/checkpoints/physics/gpt/next_token_force_aux_100k_equal_w0p05_pt_force_vector_transfer_mask_25_100k_equal/ckpt.pt
