mask_variant,pretrained,experiment_name,best_iter,best_val_loss,best_train_loss,final_iter,final_val_loss,final_train_loss,has_best_metrics,has_metrics_history,has_plots,has_physics_metrics,physics_component_mse,physics_vector_mse,direction_cosine_mean,direction_positive_fraction,radial_alignment_mean,inward_fraction,normalized_torque_abs_mean,relative_magnitude_error_mean,inverse_square_cv,output_dir
25,next_token_force_law_100k_w0p01,next_token_force_law_100k_w0p01_pt_force_vector_transfer_mask_25_weight_sweep,649,0.2144775688648224,0.010082865133881569,9999,0.5708714723587036,0.00024206636589951813,True,True,True,True,0.27590797096999303,0.5518159419399862,0.5798713377516647,0.8376753507014028,0.5797671041490774,0.8384268537074149,0.4906366311940738,0.24152930207952547,1.8071829254061509,/pscratch/sd/b/bleach/inductive-bias-probes/inductivebiasprobes/outputs/physics/gpt/next_token_force_law_100k_w0p01_pt_force_vector_transfer_mask_25_weight_sweep
25,next_token_force_law_100k_w0p03,next_token_force_law_100k_w0p03_pt_force_vector_transfer_mask_25_weight_sweep,99,0.24699896574020386,0.028516868129372597,9999,0.5985289216041565,0.0012532746186479926,True,True,True,True,0.31275308523079826,0.6255061704615966,0.5729455645035191,0.8351703406813628,0.5729381986779837,0.8351703406813628,0.49197194653928816,0.30366420390140886,1.8575507905598085,/pscratch/sd/b/bleach/inductive-bias-probes/inductivebiasprobes/outputs/physics/gpt/next_token_force_law_100k_w0p03_pt_force_vector_transfer_mask_25_weight_sweep
25,next_token_force_law_100k_w0p05,next_token_force_law_100k_w0p05_pt_force_vector_transfer_mask_25_weight_sweep,99,0.23423698544502258,0.02757241763174534,9999,0.6005241870880127,0.0006538488087244332,True,True,True,True,0.3403486734084254,0.6806973468168508,0.4917552557955194,0.7788076152304609,0.49177160787574775,0.779308617234469,0.5024698396199745,0.3067145864617252,1.8512568919971497,/pscratch/sd/b/bleach/inductive-bias-probes/inductivebiasprobes/outputs/physics/gpt/next_token_force_law_100k_w0p05_pt_force_vector_transfer_mask_25_weight_sweep
25,next_token_force_law_100k_w0p1,next_token_force_law_100k_w0p1_pt_force_vector_transfer_mask_25_weight_sweep,99,0.22304709255695343,0.03608095273375511,9999,0.5890008807182312,0.00024755788035690784,True,True,True,True,0.3571710701233861,0.7143421402467721,0.48308252803665763,0.7843186372745491,0.4831400150700703,0.7845691382765531,0.5146994326886414,0.31963099850028687,1.943788159422449,/pscratch/sd/b/bleach/inductive-bias-probes/inductivebiasprobes/outputs/physics/gpt/next_token_force_law_100k_w0p1_pt_force_vector_transfer_mask_25_weight_sweep
25,next_token_force_aux_100k_w0p01,next_token_force_aux_100k_w0p01_pt_force_vector_transfer_mask_25_weight_sweep,49,0.2936272621154785,0.061994776129722595,9999,0.6248654127120972,0.0002650280366651714,True,True,True,True,0.345014595645413,0.6900291912908261,0.48362755329860097,0.781312625250501,0.4837239123175122,0.781312625250501,0.5184647893218451,0.342231483718796,1.9067240085737753,/pscratch/sd/b/bleach/inductive-bias-probes/inductivebiasprobes/outputs/physics/gpt/next_token_force_aux_100k_w0p01_pt_force_vector_transfer_mask_25_weight_sweep
25,next_token_force_aux_100k_w0p03,next_token_force_aux_100k_w0p03_pt_force_vector_transfer_mask_25_weight_sweep,649,0.2363806664943695,0.003523964202031493,9999,0.5281171798706055,0.00020560358825605363,True,True,True,True,0.2965548831037292,0.5931097662074584,0.5483545478893568,0.8226452905811623,0.5484097526513287,0.8203907815631263,0.5045362291515673,0.24944503706416254,1.7994101161333405,/pscratch/sd/b/bleach/inductive-bias-probes/inductivebiasprobes/outputs/physics/gpt/next_token_force_aux_100k_w0p03_pt_force_vector_transfer_mask_25_weight_sweep
25,next_token_force_aux_100k_w0p05,next_token_force_aux_100k_w0p05_pt_force_vector_transfer_mask_25_weight_sweep,99,0.21074874699115753,0.032986950129270554,9999,0.6254801154136658,0.00021756590285804123,True,True,True,True,0.3460629877792106,0.6921259755584211,0.5170076734950579,0.7978456913827655,0.5169922805710048,0.7970941883767535,0.4819004826993548,0.2965378480976382,1.8499654242812205,/pscratch/sd/b/bleach/inductive-bias-probes/inductivebiasprobes/outputs/physics/gpt/next_token_force_aux_100k_w0p05_pt_force_vector_transfer_mask_25_weight_sweep
25,next_token_force_aux_100k_w0p1,next_token_force_aux_100k_w0p1_pt_force_vector_transfer_mask_25_weight_sweep,1899,0.2737129032611847,0.0007683666190132499,9999,0.5998649597167969,0.0005440496606752276,True,True,True,True,0.36150501769405263,0.7230100353881055,0.484425209818235,0.7878256513026052,0.4844494017026619,0.7873246492985972,0.5242283903495478,0.19832854388441373,1.7744197685315504,/pscratch/sd/b/bleach/inductive-bias-probes/inductivebiasprobes/outputs/physics/gpt/next_token_force_aux_100k_w0p1_pt_force_vector_transfer_mask_25_weight_sweep
