planet,num_points,component_mse,vector_mse,direction_cosine_mean,direction_cosine_median,direction_positive_fraction,radial_alignment_mean,radial_alignment_median,inward_fraction,normalized_torque_abs_mean,normalized_torque_abs_median,relative_magnitude_error_mean,absolute_magnitude_error_mean,predicted_magnitude_mean,true_magnitude_mean,inverse_square_cv,true_inverse_square_cv
mercury,499,0.00022702651583929025,0.00045405303167858055,0.9995715832395788,0.9998446561768842,1.0,0.9994532533810057,0.9997726323129135,1.0,0.025920459605925456,0.021323312814032783,0.01433114162105364,0.009024271933345023,0.7003930211523067,0.6999881502612892,0.03028934008955104,0.023377839738686637
venus,499,0.00025131680344607634,0.0005026336068921527,0.9998153220390821,0.9999185800760816,1.0,0.9997991910644513,0.9999198772224835,1.0,0.015784801650382936,0.012658559657149205,0.009123368786393683,0.009011927538014457,0.9871312125024821,0.9900432391399028,0.016188774681556,0.011332704818613985
earth,499,0.0002671198279848649,0.0005342396559697298,0.9997795090072763,0.9998992253544292,1.0,0.9997722914602731,0.9998945615630512,1.0,0.017068481110815915,0.014521217393825022,0.008701810846384694,0.008482940402860581,0.9788430145099364,0.9757332591290605,0.013045841228728958,0.00840050772075459
mars,499,0.0005665054364609554,0.0011330108729219108,0.9993435546423963,0.9997205174013918,1.0,0.9993255490271806,0.9997094783657803,1.0,0.02939240171890672,0.02410308827140346,0.014614967392544916,0.011924231168621882,0.8599316890648129,0.8636748332457291,0.02208799972468078,0.007969187815996339
jupiter,499,0.00047844532858081607,0.0009568906571616321,0.9995891209450647,0.9998399101023803,1.0,0.9995624706362662,0.9998300700524925,1.0,0.02270063153384853,0.018434506187792753,0.014375376846388798,0.012883040427892385,0.9209542026643597,0.9312446944277356,0.017143182448371295,0.0035972369447128507
saturn,499,0.00038799797308451266,0.0007759959461690253,0.999615002004091,0.999857077769126,1.0,0.9995816123679205,0.9998299994860254,1.0,0.021057064839677994,0.01843833310127731,0.010902726734483344,0.009710541355825247,0.9149211531804058,0.921467984397926,0.01417146591045574,0.003758734115260001
uranus,499,0.0005306029390444632,0.0010612058780889262,0.9994698467233296,0.9997338111845292,1.0,0.9994372054590688,0.9997310556792507,1.0,0.02710995039008776,0.02319086695969804,0.011236157791283317,0.010205683906930461,0.9302545407398058,0.9350751148036575,0.01545767692205195,0.003209958687050328
neptune,499,0.0006746000613561492,0.0013492001227122985,0.9994493697359635,0.9997610754102857,1.0,0.999447541670664,0.999759006969823,1.0,0.025741387916729676,0.02195285818853229,0.012843812276582291,0.012638280151760056,0.9825586911052564,0.9898922043072294,0.015496050173097402,0.0007008416030509362
