planet,num_points,component_mse,vector_mse,direction_cosine_mean,direction_cosine_median,direction_positive_fraction,radial_alignment_mean,radial_alignment_median,inward_fraction,normalized_torque_abs_mean,normalized_torque_abs_median,relative_magnitude_error_mean,absolute_magnitude_error_mean,predicted_magnitude_mean,true_magnitude_mean,inverse_square_cv,true_inverse_square_cv
mercury,499,0.2721206812906217,0.5442413625812434,0.47945765641027754,0.8096534689260338,0.7895791583166333,0.47853230340441394,0.8072482694120181,0.7895791583166333,0.47917575526019446,0.4821820278262964,0.26790710820621255,0.18718757755773704,0.6402948187413458,0.6999881502612892,0.3855260579606679,0.023377839738686637
venus,499,0.6143157284335209,1.2286314568670418,0.33986854985075643,0.6627079799992744,0.687374749498998,0.3395269991827004,0.6626557677493546,0.687374749498998,0.5417008178726002,0.5673294043000222,0.061050843102581465,0.06054592256040819,0.935579410300454,0.9900432391399028,0.089115012622978,0.011332704818613985
earth,499,0.6321728102153297,1.2643456204306593,0.30656605496304856,0.6490766484035245,0.6653306613226453,0.3065024069064899,0.6517632979486908,0.6653306613226453,0.5287126174372218,0.5345592636970679,0.05851223444670704,0.0573293198955388,0.9336000093564298,0.9757332591290605,0.0725443796289247,0.00840050772075459
mars,499,0.5122593606049083,1.0245187212098164,0.2836426708974107,0.5514766479226746,0.6793587174348698,0.28319264562396634,0.5532696700005201,0.6793587174348698,0.5673410478901535,0.6140151578684405,0.14417742850140458,0.12545969433969192,0.8180582884128864,0.8636748332457291,0.20280676723733426,0.007969187815996339
jupiter,499,0.6899100532947471,1.3798201065894942,0.16437123456047897,0.272123202194847,0.6152304609218436,0.16419895477720356,0.27013461544867196,0.6152304609218436,0.6033140723384646,0.6897095894101923,0.09105185989212955,0.08595880297355049,0.8796908041815122,0.9312446944277356,0.11644795040817427,0.0035972369447128507
saturn,499,0.7110208530974556,1.4220417061949113,0.12482706416395259,0.2745006005704015,0.5751503006012024,0.12475123820258416,0.27181748786595855,0.5751503006012024,0.5934897933722247,0.6345604271920486,0.10104463158828088,0.09467298403086682,0.8685809870496781,0.921467984397926,0.12335187985075521,0.003758734115260001
uranus,499,0.6618658021665265,1.323731604333053,0.2032231963393256,0.369561745352263,0.6392785571142284,0.20300736939373953,0.3688706513019266,0.6392785571142284,0.5959706894734754,0.6835485132460353,0.09463796770235719,0.08957683910391928,0.8860816450195084,0.9350751148036575,0.12097292168543822,0.003209958687050328
neptune,499,0.7037865869372737,1.4075731738745474,0.24513725768161332,0.5083344272439787,0.655310621242485,0.2450596593431122,0.5081568965780694,0.655310621242485,0.56655290514462,0.605115462512793,0.060019430006009546,0.05941493519228407,0.9472660536193988,0.9898922043072294,0.08954732348171596,0.0007008416030509362
