planet,num_points,component_mse,vector_mse,direction_cosine_mean,direction_cosine_median,direction_positive_fraction,radial_alignment_mean,radial_alignment_median,inward_fraction,normalized_torque_abs_mean,normalized_torque_abs_median,relative_magnitude_error_mean,absolute_magnitude_error_mean,predicted_magnitude_mean,true_magnitude_mean,inverse_square_cv,true_inverse_square_cv
mercury,499,0.12099581045776141,0.24199162091552281,0.7534852767692615,0.9369510046080946,0.9278557114228457,0.7543721412515619,0.941984724005179,0.9278557114228457,0.38830074000053055,0.32872167905058836,0.19719914249447676,0.14520617355068777,0.6356792594072714,0.6999881502612892,0.29240822802865407,0.023377839738686637
venus,499,0.16730919632000624,0.3346183926400124,0.8026243739336143,0.9568569944953227,0.9398797595190381,0.8026346207024738,0.9568065807334897,0.9398797595190381,0.3343356796314437,0.275153437758721,0.08584818954524492,0.0849609803783409,0.9082207332121295,0.9900432391399028,0.1624840409113988,0.011332704818613985
earth,499,0.21238297578986476,0.4247659515797296,0.751166407733787,0.954571314822409,0.9158316633266533,0.7511841207204932,0.955512061682989,0.9158316633266533,0.3721812598165573,0.28563700562078514,0.095059727299936,0.09260730868120379,0.8885461386728492,0.9757332591290605,0.169476592527004,0.00840050772075459
mars,499,0.2495175170785325,0.49903503415706496,0.616319189124707,0.8783929483019424,0.8537074148296593,0.6163858727122621,0.8779839937946726,0.8537074148296593,0.4653922761621298,0.449844223598705,0.1547764048953419,0.138422676521185,0.7449619395205995,0.8636748332457291,0.24235297555538957,0.007969187815996339
jupiter,499,0.4371259032158339,0.8742518064316678,0.4076472157008317,0.7094141352756447,0.7414829659318637,0.40759209142680686,0.7073260100473718,0.7414829659318637,0.49208354670857185,0.49145324447987226,0.176318741291897,0.16605609415489242,0.7774434037756873,0.9312446944277356,0.2508921437173705,0.0035972369447128507
saturn,499,0.4326280719506797,0.8652561439013594,0.37909293974884817,0.7087881301177709,0.7034068136272545,0.3791304768965181,0.7105454135642866,0.7034068136272545,0.4812734803454957,0.4747434901881903,0.2055672178430246,0.190619119427423,0.7404978007175357,0.921467984397926,0.2839179807415991,0.003758734115260001
uranus,499,0.4470592343500573,0.8941184687001145,0.3988177173694479,0.7485586943663406,0.7194388777555111,0.3986351763422927,0.7478755320991856,0.7194388777555111,0.491128236858472,0.5135683064895267,0.15339713022858378,0.14353157267717126,0.8084770479600932,0.9350751148036575,0.23857200562851877,0.003209958687050328
neptune,499,0.5830773171976343,1.1661546343952687,0.31403637690869174,0.6474136990234418,0.6492985971943888,0.31392711565179754,0.6471266625210996,0.6492985971943888,0.484653914682983,0.4855535918765772,0.11079074625148405,0.10986859854550221,0.8832192678851284,0.9898922043072294,0.19262899106030154,0.0007008416030509362
